region,townsize,gender,age,agecat,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,totalspend,pred_total_spend
2,1.0,0,33,3,15,3,1,1,5,2,0,48,3.871201010907891,2,9.3,1.0401120000000001,0.03932839966257347,3.4238880000000003,1.2307767474641291,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,12,3,4,1,0,24.6,2,0,1,1,1,30.0,1,0,0,1,0,0,0,0,0,1,9,6,1,0,0,4,3,1,0,2,2,1,1,2,0,2,2,1,3,5,0,4.95,1.599387576580599,21.2,3.054001181677967,0,0.0,,0.0,,1,22.0,3.091042453358316,93.0,4.532599493153256,0,0.0,,0.0,,0,0.0,,0.0,,1,0,0,4,0,0,0,0,1,1,23,0,1,0,0,1,1,1,0,0,0,0,0,516.48,443.15949673796894
1,2.0,0,42,4,14,2,6,0,13,4,0,54,3.9889840465642745,3,6.1,0.19764,-1.6213080850045878,3.0963600000000002,1.130227228037361,0,5,0,-1,-1,1,10,0,0,0,0,4,0,6,1,1,21,4,2,1,0,29.5,2,0,1,1,1,26.0,1,1,0,0,0,0,0,0,0,0,9,5,0,0,1,4,2,1,0,24,5,1,4,3,0,24,5,0,2,63,0,18.8,2.9338568698359038,1176.75,7.0705116802812515,1,35.0,3.5553480614894135,2225.9,7.707916607196564,1,50.95,3.9308447596687337,3213.45,8.075100405331339,1,21.5,3.068052935133617,1390.0,7.237059026124737,0,0.0,,0.0,,1,1,1,2,1,1,0,1,1,1,24,1,1,1,0,1,1,0,0,1,0,0,0,365.63,444.4915121455694
4,3.0,1,62,5,8,1,1,0,18,5,0,76,4.330733340286331,4,2.9000000000000004,0.687648,-0.3744781998819866,1.5163520000000001,0.41630745024187477,0,3,0,-1,-1,1,7,0,0,0,0,0,0,7,1,1,25,4,1,1,1,28.1,2,0,1,10,5,18.0,0,0,0,0,0,0,0,0,0,1,9,6,0,1,1,3,1,3,1,36,5,2,2,1,0,23,5,0,2,64,0,13.6,2.6100697927420065,871.2,6.769871571618751,1,24.0,3.1780538303479458,1503.7,7.315684016528275,0,0.0,,0.0,,1,16.0,2.772588722239781,1000.0,6.907755278982137,0,0.0,,0.0,,0,0,0,0,1,0,1,1,0,1,18,1,1,1,0,1,0,0,0,1,0,0,0,306.67,415.05911889512515
1,1.0,1,34,3,18,4,6,0,8,3,0,36,3.58351893845611,2,13.900000000000002,2.70216,0.9940514531808478,2.3018400000000003,0.8337088031056685,0,1,0,-1,-1,3,8,0,0,0,0,0,0,8,0,2,7,2,0,-1,-1,-1.0,-1,-1,0,4,3,12.0,0,0,1,1,0,1,0,0,0,0,9,6,1,0,1,4,2,3,0,1,1,1,3,2,1,4,2,1,1,3,1,2.4,0.8754687373538999,4.35,1.4701758451005926,0,0.0,,0.0,,1,22.9,3.131136910560194,39.9,3.686376323895818,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,1,0,0,0,0,1,1,28,1,1,1,0,1,1,1,1,0,0,0,0,374.36,375.1554048647237
3,1.0,0,77,6,10,1,2,0,20,5,1,14,2.6390573296152584,1,13.0,0.34034000000000003,-1.0778101610388464,1.47966,0.3918123316543775,0,2,1,10,1,2,0,0,0,0,0,0,0,0,1,1,35,5,0,-1,-1,-1.0,-1,-1,1,5,3,17.0,0,0,0,0,1,0,0,0,0,1,9,3,1,0,0,3,3,3,0,21,5,4,2,4,0,20,5,0,2,55,0,22.3,3.104586678466073,1268.25,7.145393276446799,0,0.0,,0.0,,0,0.0,,0.0,,1,29.25,3.3758795736778655,1620.0,7.3901814282264295,0,0.0,,0.0,,1,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,0,0,0,0,0,0,0,417.1,273.35163335926586
4,1.0,0,77,6,13,2,5,0,39,5,1,60,4.0943445622221,3,3.3000000000000003,0.53262,-0.6299470546738541,1.4473799999999999,0.36975502547408523,0,2,1,13,2,2,1,1,0,0,0,0,0,0,0,2,3,2,2,0,0,24.700000000000003,2,0,0,4,3,13.0,0,0,0,1,0,0,0,0,0,1,9,4,0,0,1,1,1,1,1,20,5,2,2,2,0,12,4,0,2,38,0,12.1,2.4932054526026954,492.35,6.1991898456938115,0,0.0,,0.0,,0,0.0,,0.0,,1,10.75,2.3749057545736716,420.0,6.040254711277414,0,0.0,,0.0,,0,0,0,1,0,1,0,0,0,1,23,1,1,1,0,1,0,1,0,1,0,0,0,681.0300000000001,636.5317631504863
1,1.0,1,58,5,11,1,2,0,11,4,0,48,3.871201010907891,2,5.6000000000000005,0.400512,-0.9150115503757749,2.287488,0.8274542722521403,0,2,0,-1,-1,1,4,0,0,4,0,0,0,0,1,3,9,3,1,1,0,15.9,1,1,1,4,3,21.0,0,1,0,1,1,0,1,0,0,0,4,3,1,0,1,3,1,4,0,14,4,2,4,3,0,13,4,0,2,31,0,3.45,1.2383742310432684,116.35,4.756602889748301,1,42.5,3.7495040759303713,1324.3,7.1886392969329185,0,0.0,,0.0,,1,11.0,2.3978952727983707,335.0,5.814130531825066,1,46.6,3.8416005411316,1452.1,7.280766063536691,0,1,1,0,1,1,1,1,0,1,18,1,1,1,0,0,0,0,1,0,1,0,0,237.68,346.5238861253321
5,5.0,0,40,4,17,4,2,0,4,2,0,25,3.2188758248682006,2,7.9,0.7070500000000001,-0.34665389422835147,1.26795,0.23740142306090925,0,2,1,16,3,6,0,0,0,0,0,0,0,0,0,2,8,3,5,1,1,10.0,1,0,1,1,1,32.0,1,0,0,0,0,0,1,0,1,0,9,2,1,1,0,1,1,1,0,18,5,2,3,3,0,18,5,1,3,38,0,12.45,2.5217206229107165,485.3,6.18476725641117,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,1,0,0,1,0,0,0,0,0,1,22,1,1,1,0,1,1,1,0,0,0,0,0,226.49,498.9788181122262
5,5.0,1,57,5,12,2,6,1,15,4,0,48,3.871201010907891,2,10.4,1.9968,0.6915458991929714,2.9952,1.0970110073011359,0,1,1,11,1,2,2,2,0,0,0,0,0,0,1,1,25,4,2,1,0,26.5,2,0,0,8,4,21.0,1,0,0,0,1,0,0,1,0,0,9,5,0,1,0,2,3,2,0,26,5,4,1,3,1,19,5,0,2,54,1,9.6,2.2617630984737906,533.85,6.280114900624311,1,37.0,3.6109179126442243,2069.45,7.635038150471695,0,0.0,,0.0,,1,19.5,2.970414465569701,945.0,6.851184927493743,1,27.1,3.299533727885655,1424.65,7.261681448499596,0,0,0,0,1,1,1,1,0,1,14,1,1,1,1,0,0,0,0,0,0,0,0,198.17000000000002,415.9126751967134
5,5.0,1,21,2,14,2,2,0,0,1,0,18,2.8903717578961645,1,4.5,0.49490999999999996,-0.7033793511261944,0.31509,-1.1548969666793434,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,9.8,1,0,0,8,4,33.0,0,0,1,1,1,0,1,1,1,0,9,4,0,0,0,2,2,2,0,1,1,5,2,4,1,2,2,1,3,5,0,4.6,1.5260563034950492,20.95,3.0421386463681466,0,0.0,,0.0,,0,0.0,,0.0,,1,6.75,1.9095425048844386,20.0,2.995732273553991,0,0.0,,0.0,,0,0,0,1,0,1,1,1,0,1,19,0,0,0,0,1,1,1,0,0,0,0,0,296.71000000000004,303.8437319461491
5,3.0,1,77,6,18,4,1,0,15,4,1,14,2.6390573296152584,1,9.700000000000001,0.49159600000000003,-0.7100980380198616,0.8664040000000001,-0.14340396650084272,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,50,5,2,1,1,7.1000000000000005,1,1,1,1,1,23.0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,3,4,4,0,34,5,4,4,1,0,28,5,0,3,71,0,61.7,4.122283930911342,4293.6,8.36488082086262,1,27.5,3.3141860046725258,1917.15,7.558594987245833,0,0.0,,0.0,,1,11.5,2.4423470353692043,830.0,6.721425700790643,1,53.8,3.9852734671677386,3713.15,8.219635851960595,1,1,0,4,0,1,0,1,1,1,25,1,1,1,0,1,1,0,0,1,0,0,0,166.42000000000002,243.33233702581845
3,5.0,0,64,5,16,3,3,0,20,5,1,11,2.3978952727983707,1,19.7,1.4237190000000002,0.3532724620566956,0.7432810000000001,-0.29668110926197505,0,4,0,-1,-1,1,4,2,2,0,0,0,0,0,1,1,39,5,3,0,0,4.5,1,1,0,1,1,43.0,1,0,0,1,0,0,0,0,0,0,9,2,0,0,0,2,1,2,0,36,5,4,1,3,0,29,5,1,2,71,0,23.4,3.152736022363656,1687.45,7.430973792678089,0,0.0,,0.0,,0,0.0,,0.0,,1,38.25,3.644143560272545,2620.0,7.8709295967551425,0,0.0,,0.0,,1,0,0,0,0,0,0,0,0,1,19,1,1,1,0,1,1,0,0,0,0,0,0,29.7,251.9978822769288
3,1.0,0,19,2,14,2,5,0,0,1,0,12,2.4849066497880004,1,5.6000000000000005,0.229824,-1.4704414803785195,0.442176,-0.8160472861158073,0,1,1,13,2,4,0,0,0,0,0,0,0,0,1,4,0,1,3,1,0,4.3,1,0,0,1,1,20.0,1,0,0,1,1,0,0,0,0,0,9,3,1,0,1,4,2,1,0,1,1,2,4,3,0,1,1,1,3,21,1,6.05,1.80005827204275,118.3,4.773223770984341,1,27.0,3.295836866004329,589.4,6.379105070303594,1,37.65,3.6283329542459026,740.15,6.606852868359501,1,15.25,2.7245795030534206,290.0,5.66988092298052,0,0.0,,0.0,,1,1,1,0,1,1,1,1,0,1,18,1,1,0,0,1,1,1,0,1,0,0,0,183.02,231.34879368593258
4,4.0,0,64,5,18,4,2,0,8,3,0,25,3.2188758248682006,2,3.9,0.340275,-1.0780011647639998,0.634725,-0.4545634447578577,0,2,1,21,5,2,1,0,0,0,0,1,0,0,1,1,35,5,1,1,1,13.4,1,0,1,4,3,18.0,0,0,0,1,0,0,0,0,0,0,9,4,1,0,0,4,3,1,0,38,5,3,2,3,0,28,5,1,2,72,0,38.4,3.648057459593681,2689.2,7.896999030594881,0,0.0,,0.0,,1,35.2,3.5610460826040513,2424.9,7.793545565407908,1,28.75,3.3586377672433594,2085.0,7.642524134232902,0,0.0,,0.0,,1,0,0,1,0,0,0,0,0,1,24,1,1,1,0,1,1,1,0,1,0,0,0,57.96,276.3750023661683
1,3.0,0,32,3,21,5,2,0,0,1,0,69,4.23410650459726,3,22.6,12.475200000000001,2.5237426735731985,3.1188000000000002,1.137448312453308,1,1,0,-1,-1,3,0,0,0,0,0,0,0,0,1,1,9,3,2,1,1,38.300000000000004,2,1,0,4,3,18.0,1,0,0,1,0,0,0,1,0,0,9,4,0,0,0,3,4,1,0,2,2,4,3,2,0,2,2,1,3,8,1,6.4,1.8562979903656263,51.15,3.9347624923976356,0,0.0,,0.0,,1,24.2,3.186352633162641,179.65,5.191010513559528,0,0.0,,0.0,,0,0.0,,0.0,,1,0,0,4,0,0,0,0,1,1,17,1,1,0,0,1,1,1,0,0,0,0,0,350.38,508.7283495371649
2,4.0,1,59,5,16,3,2,0,1,1,0,29,3.367295829986474,2,6.6000000000000005,0.256476,-1.3607201860004632,1.6575240000000002,0.5053249226110608,0,2,1,15,3,5,2,0,2,0,0,0,0,0,1,1,7,2,2,1,0,14.200000000000001,1,0,1,8,4,24.0,1,0,0,1,0,0,0,1,0,0,9,4,0,0,1,2,1,4,0,6,3,5,4,1,0,6,3,0,3,27,1,5.7,1.7404661748405046,151.6,5.021245473208271,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,1,0,0,2,0,0,0,0,0,1,19,1,1,1,0,1,1,1,0,1,0,0,0,313.34000000000003,327.28687137121034
2,4.0,0,20,2,15,3,6,1,0,1,0,22,3.091042453358316,1,5.6000000000000005,0.57904,-0.5463837191667047,0.65296,-0.4262394073246415,1,3,1,14,2,5,3,0,0,0,0,0,0,3,1,4,0,1,0,-1,-1,-1.0,-1,-1,1,4,3,29.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,4,3,3,0,2,2,2,4,3,0,2,2,1,3,29,0,8.15,2.0980179272527715,252.5,5.531411248715415,1,18.0,2.8903717578961645,534.95,6.282173284584616,1,36.0,3.58351893845611,1056.3,6.962527514829117,1,34.5,3.5409593240373143,1010.0,6.917705609835305,1,31.4,3.4468078929142076,884.7,6.7852486044893405,1,0,1,0,1,1,1,1,1,1,24,1,1,1,1,1,1,0,0,0,1,0,0,337.84,290.79934642917885
4,2.0,0,39,4,15,3,5,1,7,3,0,33,3.4965075614664802,2,13.100000000000001,0.7997550000000001,-0.22344984821831737,3.523245,1.2593824399442204,1,5,1,16,3,3,0,0,0,0,0,0,0,0,0,2,6,2,2,1,0,18.3,1,0,0,1,1,27.0,1,0,0,1,0,0,0,0,0,0,9,4,1,0,1,3,4,3,1,8,3,5,2,4,0,6,3,1,3,25,0,4.6,1.5260563034950492,121.4,4.799090878625398,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,4,0,0,0,0,1,1,23,1,1,1,0,1,0,1,0,0,0,0,0,442.97,389.1407630007525
4,3.0,0,58,5,13,2,3,0,19,5,0,69,4.23410650459726,3,1.2,0.385848,-0.9523117694533685,0.44215200000000004,-0.8161015646188194,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,22,4,4,1,1,29.1,2,0,0,1,1,30.0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,4,4,0,32,5,2,1,4,0,25,5,0,3,66,0,18.9,2.9391619220655967,1230.85,7.115460266607156,0,0.0,,0.0,,0,0.0,,0.0,,1,24.25,3.188416617383492,1490.0,7.306531398939505,0,0.0,,0.0,,1,0,0,0,0,1,0,0,0,1,28,1,1,1,0,0,0,1,0,1,0,0,0,870.0,683.3510543610844
2,4.0,1,28,3,16,3,1,0,1,1,0,64,4.1588830833596715,3,5.2,0.838656,-0.17595466851175165,2.489344,0.9120192219513024,0,4,1,10,1,5,7,0,0,0,0,0,0,7,1,1,9,3,3,1,0,35.6,2,0,1,1,1,18.0,1,1,0,0,0,0,0,1,0,0,9,6,0,0,0,1,4,3,0,10,3,2,2,1,0,10,3,0,1,60,0,16.4,2.797281334830153,1008.7,6.916417652060789,0,0.0,,0.0,,1,36.35,3.5931942039795284,2224.15,7.707130099139256,1,63.75,4.154969184038536,3845.0,8.254528881939745,1,31.1,3.4372078191851885,1848.65,7.522210921960302,1,1,0,3,0,0,0,0,1,1,17,1,1,1,0,1,1,1,0,1,0,0,0,524.85,657.1190224021601
5,4.0,1,52,5,11,1,4,0,25,5,0,173,5.153291594497779,5,2.1,2.368716,0.8623480361835808,1.264284,0.23450595403140215,0,5,1,6,1,2,3,1,2,0,0,0,0,0,1,1,25,4,2,1,1,90.0,3,0,1,3,2,30.0,0,0,1,0,0,0,1,1,0,0,9,5,1,1,0,3,3,4,0,35,5,1,3,2,1,29,5,1,3,71,0,22.65,3.120159851929043,1633.25,7.39832717372086,0,0.0,,0.0,,0,0.0,,0.0,,1,55.75,4.020877410340228,3865.0,8.259716961021523,0,0.0,,0.0,,1,0,0,0,1,0,1,1,0,1,15,1,1,1,0,0,0,0,0,1,0,1,0,1361.44,647.4745603792067
2,1.0,1,20,2,15,3,3,0,0,1,0,15,2.70805020110221,1,13.5,0.7816500000000001,-0.24634820895880363,1.2433500000000004,0.21780934972350818,1,2,1,10,1,4,8,0,0,0,0,0,4,4,0,1,0,1,1,1,0,8.6,1,1,0,3,2,28.0,0,0,1,0,1,0,0,0,0,0,9,4,0,0,1,2,2,2,0,2,2,3,2,2,0,2,2,0,3,20,0,6.65,1.8946168546677629,140.2,4.94306997460049,1,30.0,3.4011973816621555,574.5,6.35350009728881,0,0.0,,0.0,,1,14.75,2.691243082785829,280.0,5.634789603169249,0,0.0,,0.0,,0,0,0,0,1,1,1,1,0,1,20,1,1,1,0,1,0,0,0,0,0,1,0,61.050000000000004,244.45831900064272
1,4.0,0,34,3,8,1,2,0,2,2,0,21,3.044522437723423,1,8.799999999999999,1.454376,0.3745769426547585,0.393624,-0.9323591400532196,1,2,0,-1,-1,1,2,2,0,0,0,0,0,0,0,2,6,2,1,1,1,10.200000000000001,1,0,0,8,4,27.0,0,0,0,0,0,0,0,1,0,0,9,5,0,0,1,1,2,2,0,2,2,4,2,3,0,1,1,1,3,2,0,2.6,0.9555114450274363,3.25,1.1786549963416462,1,15.0,2.70805020110221,31.75,3.457892725338701,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,2,1,1,1,0,0,1,17,0,1,1,0,1,0,0,0,0,0,0,0,328.27,594.2447779581113
2,4.0,0,46,4,8,1,4,0,16,5,0,26,3.258096538021482,2,6.800000000000001,0.284648,-1.2565019497822223,1.4833520000000002,0.39430439170052095,0,5,0,-1,-1,1,1,0,1,0,0,0,0,0,0,2,4,2,1,1,1,13.0,1,0,0,1,1,34.0,1,0,0,0,0,0,0,0,0,0,9,4,1,0,0,3,3,2,0,25,5,2,1,1,0,21,5,1,1,46,0,12.9,2.5572273113676265,561.65,6.330878880087578,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,23,1,1,1,0,0,0,0,0,1,1,0,0,515.9100000000001,308.8404370688112
3,1.0,1,48,4,17,4,1,0,7,3,0,38,3.6375861597263857,2,2.1999999999999997,0.17388800000000001,-1.7493438651782545,0.6621119999999999,-0.41232055306514676,0,2,0,-1,-1,1,6,0,0,0,0,0,6,0,1,3,10,3,1,1,1,17.900000000000002,1,0,0,8,4,27.0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,2,1,4,0,5,2,4,1,4,1,3,2,0,3,6,1,6.05,1.80005827204275,42.55,3.750679855019383,0,0.0,,0.0,,1,27.3,3.3068867021909143,162.95,5.093443405283571,0,0.0,,0.0,,0,0.0,,0.0,,1,1,0,4,0,0,1,0,0,1,24,0,1,1,1,1,1,1,0,0,0,1,0,326.81000000000006,362.1686070259073
2,1.0,1,51,5,17,4,5,0,20,5,0,62,4.127134385045092,3,26.0,4.9972,1.6088777555755371,11.122800000000002,2.4089970556876503,0,3,1,12,2,2,7,0,2,0,0,0,0,5,0,2,21,4,5,1,1,28.8,2,1,0,1,1,26.0,1,0,1,0,0,0,0,0,0,0,2,5,1,1,0,2,4,3,1,1,1,3,3,2,1,1,1,0,3,3,1,3.5,1.252762968495368,11.85,2.47232786758114,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,1,1,17,1,1,1,1,1,1,0,0,0,0,0,0,631.39,523.0800044102937
3,4.0,1,55,5,13,2,1,0,15,4,0,117,4.762173934797756,4,24.2,16.84683,2.824162508535798,11.46717,2.4394881700967077,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,24,4,0,-1,-1,-1.0,-1,-1,0,5,3,34.0,0,0,0,0,1,0,0,0,0,0,9,5,1,0,0,4,2,4,1,33,5,1,1,1,0,29,5,1,3,68,0,25.9,3.254242968705492,1889.7,7.544173365295993,0,0.0,,0.0,,0,0.0,,0.0,,1,21.75,3.079613757534693,1435.0,7.268920128193722,0,0.0,,0.0,,1,0,0,1,0,0,1,0,0,1,26,1,1,1,0,1,0,0,0,1,0,1,0,1428.63,570.1037148271658
3,1.0,1,33,3,20,5,2,0,1,1,0,22,3.091042453358316,1,21.0,0.28182,-1.2664867097151782,4.33818,1.4674549053197734,0,4,1,19,4,5,4,0,0,0,0,0,0,4,1,1,11,3,3,1,0,12.0,1,0,1,1,1,22.0,1,0,0,0,0,0,0,1,0,0,9,6,0,1,1,4,2,1,0,3,2,2,3,3,0,3,2,1,2,6,1,3.05,1.1151415906193203,15.95,2.7694588292308535,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,24,1,1,1,0,1,0,1,0,0,0,0,0,444.74,253.19890379096958
4,4.0,1,51,5,16,3,2,0,7,3,0,60,4.0943445622221,3,13.100000000000001,1.56414,0.44733615218347056,6.29586,1.8398922745273374,0,3,0,-1,-1,1,3,0,1,0,1,1,0,0,0,2,11,3,1,1,1,27.900000000000002,2,0,1,7,4,31.0,0,0,0,0,0,0,1,1,0,1,9,4,0,0,0,3,3,4,0,18,5,4,4,3,0,9,3,1,1,34,0,5.3,1.667706820558076,188.05,5.2367078849163455,0,0.0,,0.0,,0,0.0,,0.0,,1,17.25,2.847812143477369,590.0,6.380122536899765,0,0.0,,0.0,,1,1,0,0,1,0,0,1,0,1,12,1,1,1,0,0,0,1,0,0,0,0,1,284.40000000000003,440.78369395327127
5,5.0,0,37,4,9,1,6,0,8,3,0,28,3.332204510175204,2,4.0,0.26544,-1.3263664525400027,0.8545600000000001,-0.15716856239067675,0,4,1,10,1,2,0,0,0,0,0,0,0,0,1,3,13,3,1,1,0,16.3,1,0,0,1,1,34.0,1,0,0,1,0,0,0,1,0,0,9,4,0,0,1,2,3,3,0,10,3,1,2,1,0,12,4,0,2,27,0,7.95,2.0731719286662407,213.6,5.36410510708604,1,33.5,3.5115454388310208,923.95,6.8286579576234345,1,48.95,3.8907993689765195,1300.45,7.170465637398362,1,33.0,3.4965075614664802,860.0,6.756932389247553,1,34.55,3.542407550213679,897.0,6.799055862058796,0,1,1,0,1,1,1,1,0,1,23,1,1,1,1,0,0,0,1,0,0,0,0,665.31,376.12777496780814
5,3.0,1,33,3,19,4,1,1,1,1,0,47,3.8501476017100584,2,8.0,1.0716,0.06915285868831672,2.6884,0.9889462211136738,1,1,1,21,5,3,4,1,0,0,0,0,0,3,0,2,1,1,1,1,0,25.3,2,0,0,3,2,31.0,0,0,1,0,0,1,0,1,0,1,9,3,0,1,0,3,1,2,0,11,4,4,2,1,0,9,3,1,3,31,1,8.2,2.1041341542702074,231.3,5.443715569237393,1,34.5,3.5409593240373143,1032.75,6.939980426276874,1,42.25,3.7436043538031827,1195.95,7.086696127616614,1,14.25,2.6567569067146595,385.0,5.953243334287785,1,44.4,3.7932394694381792,1326.9,7.190600673542391,1,1,1,4,0,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,0,0,0,394.96,408.09845001900993
4,2.0,0,66,6,16,3,1,0,9,3,0,123,4.812184355372417,4,15.5,8.84616,2.179983466553645,10.218840000000002,2.324233075398192,1,3,1,17,4,2,0,0,0,0,0,0,0,0,1,2,34,5,1,1,1,63.7,3,1,0,4,3,28.0,0,0,0,1,0,0,0,0,0,0,9,1,1,0,0,3,3,2,0,29,5,2,1,3,0,17,5,1,2,54,0,12.75,2.5455312716044354,689.5,6.5359666972333565,1,35.5,3.56953269648137,1943.4,7.572194295405339,1,63.9,4.157319361383489,3433.15,8.141233486065637,1,12.25,2.505525936990736,590.0,6.380122536899765,1,52.55,3.96176509732296,2715.3,7.906657723501235,1,1,1,2,1,1,1,1,1,1,15,1,1,1,1,1,1,1,0,1,0,0,0,464.51,510.66508301444804
4,1.0,0,57,5,11,1,3,0,12,4,0,33,3.4965075614664802,2,4.9,0.464079,-0.7677004826275461,1.152921,0.14229872202712876,0,5,0,-1,-1,1,3,0,3,0,0,0,0,0,0,2,21,4,3,1,1,13.100000000000001,1,0,0,1,1,30.0,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,5,1,4,0,26,5,2,4,3,0,16,5,0,2,54,0,17.7,2.8735646395797834,923.65,6.8283332120046465,0,0.0,,0.0,,0,0.0,,0.0,,1,24.75,3.2088254890146994,1300.0,7.170119543449628,0,0.0,,0.0,,0,0,0,1,0,1,0,0,0,1,28,1,1,1,0,1,1,0,0,0,0,0,0,331.40000000000003,362.1073416089971
4,3.0,0,35,4,18,4,2,0,2,2,0,23,3.1354942159291497,1,8.6,0.8643859999999999,-0.14573585068602668,1.1136139999999999,0.1076105823580736,0,1,1,18,4,4,0,0,0,0,0,0,0,0,1,1,9,3,2,1,0,10.0,1,0,0,4,3,21.0,0,0,0,1,0,0,0,1,0,0,9,5,0,0,1,2,4,3,0,17,5,3,4,2,0,18,5,0,3,54,1,23.25,3.1463051320333655,1217.45,7.104513786351634,1,28.75,3.3586377672433594,1544.8,7.342649731114305,1,66.8,4.2017030805426,3508.5,8.162943874692344,1,21.25,3.056356895370426,1095.0,6.9985096422506015,1,53.1,3.9721769282478934,2783.0,7.931284761525891,1,1,1,4,1,1,1,1,1,1,31,1,1,1,1,1,1,1,1,1,0,0,0,217.41,291.16497433153705
1,4.0,1,36,4,11,1,6,1,10,3,0,36,3.58351893845611,2,11.799999999999999,0.22089599999999995,-1.5100632764610722,4.027104,1.3930475072125224,0,1,1,13,2,4,2,1,0,1,0,0,0,0,0,2,12,3,2,1,1,18.900000000000002,1,0,0,5,3,31.0,0,0,0,0,1,0,0,1,0,0,1,4,1,0,0,2,3,1,0,8,3,3,3,2,0,6,3,1,3,21,1,4.35,1.4701758451005926,64.85,4.172076910762453,0,0.0,,0.0,,0,0.0,,0.0,,1,22.5,3.1135153092103742,455.0,6.12029741895095,0,0.0,,0.0,,0,0,0,0,0,1,0,0,1,1,24,1,1,1,0,1,1,1,0,0,0,0,0,148.79,326.9255683290583
2,4.0,1,46,4,16,3,6,0,13,4,0,58,4.060443010546419,3,11.0,4.14062,1.4208455350786515,2.2393799999999997,0.8061990418404271,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,13,3,3,1,1,29.700000000000003,2,1,0,5,3,23.0,0,0,0,0,1,0,0,0,0,0,3,4,0,1,0,4,2,4,0,25,5,3,4,1,1,20,5,0,3,44,0,22.0,3.091042453358316,991.4,6.8991180855864735,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,1,1,0,0,308.65,381.3101013613678
2,3.0,1,57,5,11,1,1,0,10,3,0,33,3.4965075614664802,2,17.9,0.980562,-0.01962940230049559,4.926438,1.594616211701708,1,3,0,-1,-1,4,1,1,0,0,0,0,0,0,0,2,17,4,3,1,1,15.100000000000001,1,1,0,1,1,18.0,1,0,0,0,0,0,0,1,0,0,9,4,1,0,0,1,4,3,0,10,3,4,2,3,0,13,4,0,3,39,1,12.4,2.517696472610991,516.2,6.246494287284514,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,1,1,15,1,1,1,0,1,0,0,0,0,0,0,0,448.53999999999996,608.2752272372342
